_time;bale_info_bale_length;bale_info_bale_weight;bale_info_flake_count;bale_info_moisture;bale_info_tag_#;latitude;longitude;Colonne1;;;;
2021-08-01T11:11:06Z;2380;452000;0;110000;23;52.1107164;11.0687452;4;;;;
2021-08-01T11:15:11Z;2410;465000;0;110000;24;52.1108302;11.0679441;4;;;;
2021-08-01T11:33:10Z;2350;484000;0;110000;25;52.1112595;11.0673976;4;;;;
2021-08-01T11:36:51Z;2330;482000;0;110000;26;52.111229;11.0674195;4;;;;
2021-08-01T11:40:03Z;2340;472000;0;110000;27;52.1113577;11.0660099;4;;;;
2021-08-01T11:40:50Z;2350;472000;0;110000;28;52.1116281;11.0643216;4;;;;
2021-08-01T11:49:36Z;2310;512000;0;110000;30;52.112273;11.063083;4;;;;
2021-08-01T11:52:08Z;2330;512000;0;110000;31;52.1121524;11.0628352;4;;;;
2021-08-01T11:55:25Z;2370;514000;0;110000;32;52.112001;11.0635862;4;;;;
2021-08-01T11:58:12Z;2390;514000;0;110000;33;52.1122004;11.0602843;4;;;;
2021-08-01T12:01:00Z;2370;504000;0;110000;34;52.1111211;11.0618987;4;;;;
2021-08-01T12:03:35Z;2340;495000;0;110000;35;52.1108382;11.064384;4;;;;
2021-08-01T12:10:06Z;2340;497000;0;110000;36;52.1108382;11.064384;4;;;;
2021-08-01T12:33:55Z;2410;484000;0;110000;37;52.1085847;11.0612344;4;;;;
