latitude,longitude,cluster
52.1168735,11.0589543,0
52.1162795,11.0587926,0
52.1146575,11.0604765,0
52.1141999,11.0603311,0
52.1141844,11.060074,0
52.114528,11.0603365,0
52.114051,11.060159,0
52.1144319,11.0600092,0
52.1133837,11.0596709,0
52.1141803,11.0596958,0
52.1146703,11.0598473,0
52.114062,11.0593692,0
52.1135166,11.0591939,0
52.1139416,11.0590865,0
52.1144571,11.0592607,0
52.1143533,11.0589395,0
52.1137498,11.0587144,0
52.1139122,11.0585452,0
52.1143441,11.0586885,0
52.1146883,11.0585203,0
52.1141222,11.0583103,0
52.1136063,11.058135,0
52.1145671,11.0586074,0
52.1145671,11.0586074,0
52.113568,11.0579754,0
52.1140528,11.0586848,0
52.1147148,11.0589055,0
52.1141461,11.0589689,0
52.1138034,11.0591483,0
52.1138034,11.0591483,0
52.1142489,11.0592871,0
52.1145274,11.0596377,0
52.113957,11.0594298,0
52.1133631,11.059255,0
52.1146214,11.0599538,0
52.0406238,10.8896569,0
52.0389871,10.8909873,0
52.0376289,10.8924102,0
51.9302029,11.0625961,0
51.93012,11.0602156,0
51.9300545,11.0585752,0
51.9299904,11.0569965,0
51.9298941,11.054847,0
51.9298211,11.0526422,0
51.9300907,11.0546844,0
51.9302113,11.0580384,0
51.9303084,11.0604639,0
51.9305494,11.0614134,0
51.9304709,11.0592736,0
51.9304164,11.0577613,0
51.9303544,11.0560274,0
51.9302734,11.0539615,0
51.930433,11.0524623,0
51.9304833,11.05414,0
51.9305572,11.0557748,0
51.9306173,11.0573529,0
51.9306604,11.0588316,0
51.9307343,11.0606288,0
51.930773,11.0618743,0
51.9309648,11.0610495,0
51.930918,11.0598936,0
51.930877,11.0586688,0
51.9308247,11.0574428,0
51.9307813,11.0562587,0
51.9307193,11.0545117,0
51.930673,11.0530092,0
51.9308704,11.0526226,0
51.9309024,11.053375,0
51.9309217,11.0542898,0
51.9309531,11.0551289,0
51.9309907,11.0558657,0
51.9310317,11.0567588,0
51.9310694,11.0577457,0
51.9311011,11.058706,0
51.9311186,11.0600666,0
52.0376191,10.8921907,0
52.0380349,10.8939037,0
52.0383742,10.8949983,0
52.0382413,10.8944315,0
52.0377657,10.8926204,0
52.0380599,10.8929614,0
52.0386115,10.8944132,0
52.0383355,10.8932063,0
52.0378897,10.8922386,0
52.0384136,10.8942527,0
52.0384206,10.8938006,0
52.038282,10.8941624,0
52.0378994,10.8926817,0
52.0382223,10.8931347,0
52.0386288,10.8948401,0
52.0384235,10.8931675,0
52.0381202,10.8919663,0
52.0386082,10.8929145,0
52.0390059,10.8944404,0
52.0387637,10.8930916,0
52.0384632,10.8918942,0
52.0385254,10.8927489,0
52.0388302,10.893976,0
52.0387617,10.8927707,0
52.038732,10.891936,0
52.0393184,10.8935803,0
52.0389034,10.8920357,0
52.0392047,10.8924764,0
52.0393047,10.8937392,0
52.0298483,10.882371,0
52.029011,10.885814,0
52.0297474,10.8863122,0
52.030633,10.8863991,0
52.031096,10.8862302,0
52.0302842,10.8861581,0
52.0293599,10.8860688,0
52.0269022,10.8857734,0
52.0249062,10.885478,0
52.0230416,10.885169,0
52.0239799,10.8848673,0
52.0239799,10.8848671,0
52.0255483,10.885126,0
52.0273203,10.8853044,0
52.0295647,10.8859334,0
52.0305226,10.8860533,0
52.0304732,10.8860914,0
52.0265481,10.8851095,0
52.0466427,11.107078,0
52.0454853,11.1074972,0
52.0443349,11.1078542,0
52.0442661,11.1083067,0
52.0452529,11.1080134,0
52.0463713,11.1076301,0
52.0473969,11.1072575,0
52.0483376,11.1069245,0
52.0496523,11.1064355,0
52.0504698,11.1061036,0
52.0514261,11.1057694,0
52.0516576,11.1052184,0
52.0512341,11.1042659,0
52.0504108,11.1045548,0
52.0493848,11.1049383,0
52.0482307,11.1053341,0
52.0472981,11.1056692,0
52.0462775,11.1060284,0
52.0452439,11.1064063,0
53.266003,6.6407945,1
53.2661288,6.6411299,1
53.2652387,6.6397288,1
53.2665195,6.6407241,1
53.2662559,6.6404715,1
53.2662265,6.640552,1
53.2651273,6.6378716,1
53.2642072,6.636499,1
53.2637064,6.6356769,1
53.2645479,6.6351814,1
53.2652651,6.6362312,1
53.2662293,6.6376746,1
53.2667092,6.6385875,1
53.2640356,6.6351159,1
53.2659248,6.6373628,1
53.2664556,6.6381473,1
53.2652039,6.6378874,1
53.2660591,6.637889,1
53.2642815,6.6356496,1
53.2654353,6.6373341,1
53.2661793,6.6379127,1
53.2642657,6.6350836,1
53.2654078,6.6370201,1
53.2666185,6.6386942,1
53.1842879,6.721755,1
53.1842879,6.721755,1
53.1850214,6.7231214,1
53.1857007,6.7220515,1
53.1858456,6.7194761,1
53.2190517,6.7375732,1
53.2203,6.7386626,1
53.2191245,6.7387442,1
53.2192825,6.7376977,1
53.219261,6.7381243,1
53.219763,6.7376182,1
53.1901216,6.6808931,1
53.1918856,6.6929448,1
53.1911642,6.6882172,1
53.1904395,6.6845488,1
53.1898265,6.6823665,1
53.191831,6.692171,1
53.190982,6.6877994,1
53.190278,6.6841046,1
53.1899468,6.6827194,1
53.1906952,6.6865694,1
53.1914216,6.6902911,1
53.1918503,6.6923264,1
53.1913888,6.6898899,1
53.1910796,6.6883273,1
53.1907168,6.6864882,1
53.1903051,6.6843576,1
53.189946,6.682531,1
53.1898203,6.6826925,1
53.1902251,6.6846935,1
53.1906124,6.6866679,1
53.1912817,6.6901822,1
53.19181,6.6928136,1
53.1911064,6.6879009,1
53.1928888,6.6918895,1
53.1928888,6.6918895,1
53.1923066,6.689633,1
53.1916426,6.6862805,1
53.1925365,6.6902773,1
53.1925365,6.6902773,1
53.1917291,6.6860588,1
53.1925849,6.6895535,1
53.1925153,6.6905747,1
53.1918384,6.6871011,1
53.1923881,6.6887146,1
53.1926473,6.6910094,1
53.1917027,6.685908,1
53.192131,6.6875968,1
53.1923762,6.6888798,1
53.1926807,6.6903693,1
53.1929783,6.6918399,1
53.1921171,6.6879331,1
53.1917096,6.6862626,1
53.1917103,6.6861979,1
53.1918836,6.6863656,1
53.2165266,6.6295984,1
53.218119,6.6277975,1
53.2172663,6.6264743,1
53.2180047,6.6277473,1
53.2173706,6.6265331,1
53.2174117,6.6272162,1
53.2181349,6.62784,1
53.2170171,6.6264562,1
53.2175637,6.6274227,1
53.2173911,6.6276892,1
53.2170933,6.6261816,1
53.2169587,6.6273548,1
53.2173948,6.62787,1
53.2172906,6.6281667,1
53.2154393,6.625188,1
53.2147917,6.6234043,1
53.2144455,6.6227977,1
53.2148983,6.6241406,1
53.2151809,6.6248204,1
53.2155905,6.6260811,1
53.2146506,6.6239044,1
53.2146506,6.6239044,1
53.2142456,6.6227563,1
53.2148068,6.6232574,1
53.2154029,6.6249425,1
53.2155385,6.6262283,1
53.2145727,6.6234386,1
53.2143138,6.6226757,1
53.2163719,6.6242566,1
53.2178021,6.6252293,1
53.2170627,6.6232134,1
53.2170479,6.6240083,1
53.2175347,6.624724,1
53.2167983,6.6226869,1
53.217498,6.6250152,1
53.2181967,6.6241887,1
53.2175559,6.6224736,1
53.2172892,6.6212136,1
53.2183971,6.6232324,1
53.2180284,6.6222418,1
53.2175852,6.6210026,1
53.2179852,6.6215513,1
53.2185771,6.6231846,1
53.218648,6.6242291,1
53.2181559,6.6228602,1
53.2175681,6.6212581,1
53.2174263,6.6203204,1
53.2182742,6.6225917,1
53.2186311,6.6244372,1
53.2179057,6.6224045,1
53.2174208,6.6210695,1
53.2180597,6.6211137,1
53.2185756,6.6225167,1
53.2185309,6.6229145,1
53.2179048,6.6211878,1
53.217926,6.6209573,1
53.2182493,6.6218444,1
53.2185617,6.6246057,1
53.2178324,6.6226366,1
53.1933519,6.6363578,1
53.1928183,6.6372669,1
53.193263,6.6362002,1
53.1926734,6.6375303,1
53.1927317,6.6374244,1
53.1922102,6.6373316,1
53.1922138,6.6374145,1
53.1924458,6.638158,1
53.1926238,6.6373852,1
53.1957592,6.6374231,1
53.1948142,6.6386175,1
53.1956523,6.6374049,1
53.1947305,6.6376471,1
53.1946012,6.6377341,1
53.1951909,6.6379794,1
53.1965521,6.6410126,1
53.1963291,6.6398725,1
53.1956413,6.638629,1
53.1950952,6.6390747,1
53.1964321,6.6409031,1
53.196395,6.6397527,1
53.1957575,6.6385665,1
53.1956554,6.6395918,1
53.1950762,6.638696,1
53.1957481,6.6396391,1
53.1945103,6.6382154,1
53.1952451,6.6405094,1
53.1948897,6.6392002,1
53.1952205,6.6399419,1
53.194415,6.6396806,1
53.1950073,6.6398535,1
53.195106,6.6406423,1
53.1950977,6.6401915,1
53.194933,6.6403074,1
53.2774954,6.6508223,1
53.2711673,6.6445968,1
53.2719343,6.6456791,1
53.2725164,6.6455147,1
53.2730127,6.6444275,1
53.2732502,6.6449226,1
53.273831,6.6457863,1
53.2753354,6.6479482,1
53.2761189,6.6491398,1
53.2771464,6.6505544,1
53.2767443,6.6502896,1
53.2759517,6.6491678,1
53.2746385,6.6472346,1
53.2737323,6.6459155,1
53.2735471,6.6462171,1
53.2748318,6.6480699,1
53.2757011,6.6493543,1
53.2705515,6.6310181,1
53.268646,6.6283684,1
53.268676,6.6288746,1
53.2710061,6.6320789,1
53.2688402,6.6287579,1
53.2678489,6.6279217,1
53.2662871,6.6263899,1
53.2669579,6.627212,1
53.2676541,6.6285749,1
53.2659877,6.6277143,1
53.2669511,6.6287707,1
53.2659527,6.627135,1
53.2671233,6.627715,1
53.2668028,6.6276317,1
53.2665083,6.6283137,1
53.2665666,6.6280781,1
53.2660615,6.6270061,1
53.2675291,6.6285077,1
53.2659118,6.6266745,1
53.266941,6.6279815,1
53.2667681,6.6267009,1
53.2683835,6.6283422,1
53.2711092,6.632068,1
53.2735694,6.6352559,1
53.2722596,6.631383,1
53.2621386,6.6782273,1
53.2591725,6.6721323,1
53.2616299,6.6779635,1
53.2607575,6.6766021,1
53.2596329,6.6744902,1
53.2598108,6.6754576,1
53.260288,6.6766247,1
53.2599358,6.6762435,1
53.2603126,6.6763935,1
53.2601586,6.6751836,1
53.2593274,6.6730644,1
53.2602555,6.6746335,1
53.260914,6.6751102,1
53.2591273,6.6746409,1
53.2592647,6.6739581,1
53.2592647,6.6739581,1
53.2592266,6.6737998,1
53.2593931,6.6743203,1
53.2618085,6.6782217,1
53.2615193,6.6778897,1
53.261409,6.6778894,1
53.2616089,6.6781316,1
53.3759125,6.463542,1
53.3760138,6.4639095,1
53.3766682,6.4640756,1
53.3769125,6.4636872,1
53.2715812,6.6314784,1
53.2714207,6.6304999,1
53.2472198,6.6451687,1
53.2440111,6.6395991,1
53.2449025,6.6406979,1
53.2458666,6.6422746,1
53.2465106,6.6433339,1
53.2466549,6.6434175,1
53.2454541,6.6414222,1
53.2445253,6.6398872,1
53.2459744,6.6425468,1
53.2468524,6.6445627,1
53.2739933,6.6010469,1
53.2735194,6.5982088,1
53.273486,6.5980883,1
53.2738593,6.6017938,1
53.2737264,6.5992258,1
53.2739451,6.601858,1
53.2787528,6.6362839,1
53.262275,6.6418934,1
53.2619638,6.6421348,1
53.2632401,6.6427094,1
53.2627997,6.6441985,1
53.2618082,6.6424187,1
53.2613947,6.639539,1
53.2601001,6.6373386,1
53.2592738,6.6359346,1
53.2582826,6.6342097,1
53.2608772,6.6384194,1
53.2611493,6.6407512,1
53.2623095,6.6412747,1
53.2610501,6.6391319,1
53.2607513,6.6369157,1
53.2597045,6.6351029,1
53.2582351,6.634139,1
53.2578942,6.6352965,1
53.2601612,6.6391179,1
53.2601612,6.6391179,1
53.2607483,6.6370553,1
53.2596797,6.6352191,1
53.2582178,6.6341938,1
53.2583604,6.6359338,1
53.2593705,6.6376079,1
53.2602452,6.6391334,1
53.261183,6.6406237,1
53.2619474,6.6408155,1
53.2611046,6.6393822,1
53.2602964,6.6370617,1
53.2588287,6.6346161,1
53.2595281,6.6356402,1
53.2608009,6.637797,1
53.2604727,6.6369093,1
53.2592793,6.6349154,1
53.2592833,6.6349281,1
53.2592958,6.634757,1
53.2604765,6.6368081,1
53.2607265,6.6375482,1
53.2592106,6.6349546,1
53.2586981,6.6341102,1
53.2595031,6.6359391,1
53.2607607,6.6381007,1
53.2619801,6.6403082,1
53.2633805,6.6426941,1
53.2629885,6.6407841,1
53.2619145,6.6388962,1
53.261494,6.6393481,1
53.2627289,6.641388,1
53.2638121,6.6432764,1
53.2630559,6.6410544,1
53.2620866,6.6393871,1
53.2611657,6.6387028,1
53.2635245,6.6434725,1
53.2623639,6.6417898,1
53.263316,6.6437779,1
53.2624406,6.6417649,1
53.2633452,6.6436409,1
53.2630019,6.6416724,1
53.2630432,6.6414823,1
53.2612685,6.6384696,1
53.2626451,6.6405467,1
53.2640702,6.6428973,1
53.2625806,6.6408238,1
53.2616216,6.6392209,1
53.2619481,6.6395098,1
53.2630312,6.6413379,1
53.2620558,6.6492787,1
53.2633182,6.6513263,1
53.2622965,6.6490232,1
53.2613142,6.6476326,1
53.2615612,6.6482843,1
53.2629523,6.6505655,1
53.2626029,6.6496752,1
53.2616889,6.6483188,1
53.2627194,6.6499996,1
53.2624809,6.6512412,1
53.2615969,6.649312,1
53.2607006,6.647468,1
53.2621213,6.6498358,1
53.2619303,6.6496986,1
53.2606509,6.6475706,1
53.2606322,6.6475494,1
51.3336186,5.5725473,2
51.3329495,5.567277,2
51.3333614,5.568423,2
51.3333063,5.5683334,2
51.3337663,5.5673767,2
51.3336634,5.5670355,2
51.3334845,5.566839,2
51.3331247,5.5655649,2
51.3346982,5.5682608,2
51.3347731,5.5683177,2
51.3347062,5.5679961,2
51.3346713,5.5679555,2
