latitude,longitude,cluster
52.1107164,11.0687452,1
52.1108302,11.0679441,1
52.1112595,11.0673976,1
52.111229,11.0674195,1
52.1113577,11.0660099,1
52.1116281,11.0643216,2
52.112273,11.063083,2
52.1121524,11.0628352,2
52.112001,11.0635862,2
52.1122004,11.0602843,0
52.1111211,11.0618987,0
52.1108382,11.064384,2
52.1108382,11.064384,2
52.1085847,11.0612344,0
